Date,Close Price,pct_change,log_ret,edge_count,node_count,degree
2015-11-26 09:00:00,0.8458333333333332,-0.004901960784313597,-0.004914014802428922,62,123,1.008130081300813
2015-11-26 10:00:00,0.8291666666666667,-0.0197044334975367,-0.019901154317294726,289,496,1.1653225806451613
2015-11-26 11:00:00,0.8191666666666668,-0.012060301507537565,-0.012133617011426095,166,302,1.099337748344371
2015-11-26 12:00:00,0.8483333333333332,0.035605289928789086,0.03498607696330111,181,363,0.9972451790633609
2015-11-26 13:00:00,0.8708333333333336,0.02652259332023621,0.026176967288443792,107,224,0.9553571428571429
2015-11-26 14:00:00,0.8825000000000003,0.013397129186602852,0.013308181202495134,149,303,0.9834983498349835
2015-11-26 15:00:00,0.9008333333333336,0.020774315391878902,0.020561472037801662,262,512,1.0234375
2015-11-26 16:00:00,0.89,-0.012025901942645856,-0.012098798119068277,1088,1849,1.1768523526230394
2015-11-26 17:00:00,0.8991666666666669,0.010299625468165095,0.010246945737994742,235,421,1.1163895486935866
2015-11-26 18:00:00,0.8833333333333334,-0.017608897126969558,-0.017765778152021988,183,335,1.0925373134328358
2015-11-26 19:00:00,0.8800000000000002,-0.0037735849056602655,-0.003780722839905881,218,405,1.0765432098765433
2015-11-26 20:00:00,0.8800000000000002,0.0,0.0,189,345,1.0956521739130434
2015-11-26 21:00:00,0.8800000000000002,0.0,0.0,146,265,1.1018867924528302
2015-11-26 22:00:00,0.8858333333333334,0.006628787878787622,0.006606914075740919,240,420,1.1428571428571428
2015-11-26 23:00:00,0.8825000000000002,-0.003762935089369535,-0.0037700327405413006,197,344,1.1453488372093024
2015-11-27 00:00:00,0.8850000000000001,0.002832861189801639,0.0028288562004776113,163,302,1.0794701986754967
2015-11-27 01:00:00,0.8858333333333334,0.0009416195856872812,0.00094117654006369,211,369,1.1436314363143631
2015-11-27 02:00:00,0.8833333333333334,-0.002822201317027262,-0.0028261912358350373,149,268,1.1119402985074627
2015-11-27 03:00:00,0.8833333333333334,0.0,0.0,165,292,1.13013698630137
2015-11-27 04:00:00,0.9000000000000002,0.018867924528302105,0.018692133012152726,972,1644,1.1824817518248176
