log_ret_y,count,Close Price_y,edge_count,node_count,degree
-0.000480621,1050,12.13416667,992,1766,1.123442809
-0.008344588,1555,12.03333333,1445,2558,1.129788898
-0.007298034,7175,11.94583333,7054,12882,1.095171557
0.00257777,1380,11.97666667,1300,2375,1.094736842
0.003611617,961,12.02,888,1635,1.086238532
-0.005422328,2473,11.955,2406,4289,1.121939846
0.000278785,929,11.95833333,792,1499,1.05670447
0.004380635,1255,12.01083333,1164,2083,1.117618819
-0.003127066,1550,11.97333333,1437,2545,1.129273084
-0.002229655,1669,11.94666667,1551,2802,1.107066381
-0.001605641,1324,11.9275,1198,2163,1.107720758
0.002999758,2523,11.96333333,2412,4324,1.115633673
-0.002720331,1382,11.93083333,1240,2206,1.124206709
-0.00609523,1131,11.85833333,1068,1893,1.12836767
-0.008964871,1270,11.7525,1205,2119,1.137328929
-0.000141824,1069,11.75083333,569,1073,1.060577819
0.001134028,3522,11.76416667,3468,6651,1.042850699
-0.005113284,2459,11.70416667,2394,4280,1.118691589
-0.0024951,809,11.675,758,1387,1.093006489
0.006261583,1016,11.74833333,968,1770,1.093785311
-0.002699057,828,11.71666667,766,1424,1.075842697
0.000284455,1806,11.72,1596,2824,1.130311615
-0.000213333,2010,11.7175,1345,2415,1.113871636
0.005178235,2659,11.77833333,2540,4562,1.11354669
0.000777962,982,11.7875,916,1680,1.09047619
0.005499168,1219,11.8525,1126,2033,1.107722577
0.010212736,2564,11.97416667,2485,4762,1.043679126
0,6716,11.97416667,6600,11919,1.107475459
-0.00509333,1299,11.91333333,1188,2169,1.095435685
-0.007160438,3061,11.82833333,2955,5235,1.128939828
-0.002045207,1261,11.80416667,1189,2159,1.10143585
0.009974795,1395,11.9225,1159,2091,1.108560497
-0.003360642,1093,11.8825,956,1722,1.110336818
-0.006543559,1991,11.805,1919,3440,1.115697674
0.00084674,1305,11.815,1161,2104,1.103612167
0.004995261,2784,11.87416667,2670,4769,1.1197316
7.02E-05,984,11.875,917,1672,1.096889952
-0.000561561,1218,11.86833333,1105,1977,1.117855336
-0.000702395,1073,11.86,981,1748,1.122425629
0.004906437,1036,11.91833333,973,1780,1.093258427
-0.00041961,2197,11.91333333,2130,4066,1.04771274
0.004606052,2569,11.96833333,2479,4400,1.126818182
0.000139247,1067,11.97,981,1754,1.118586089
-0.002509412,2704,11.94,2640,4968,1.062801932
0.009723649,855,12.05666667,759,1427,1.063770147
0.003863139,1615,12.10333333,1556,2721,1.14369717
-0.00496964,1262,12.04333333,1198,2111,1.135007106
0.000760851,3014,12.0525,2900,5159,1.124248885
0.005172247,6507,12.115,6415,11859,1.081878742
0.002747632,1660,12.14833333,1488,2752,1.081395349
0.000411494,996,12.15333333,851,1580,1.07721519
-0.0003429,1225,12.14916667,1131,2025,1.117037037
-0.001922417,1326,12.12583333,1189,2147,1.107591989
-0.00240823,2836,12.09666667,2752,4901,1.123036115
-0.001930769,861,12.07333333,761,1434,1.061366806
0.002825932,720,12.1075,620,1195,1.037656904
0.002406078,833,12.13666667,758,1413,1.072894551
-0.002337253,1036,12.10833333,965,1807,1.068068622
0.001169309,902,12.1225,820,1523,1.076822062
0.001305259,3059,12.13833333,2980,5258,1.133510841
-0.005162279,2128,12.07583333,2033,3487,1.166045311
0.002136974,1113,12.10166667,1046,1896,1.103375527
-0.00192997,1070,12.07833333,1012,1824,1.109649123
-0.005049293,982,12.0175,916,1699,1.078281342
0.003046461,1878,12.05416667,1824,3333,1.094509451
-0.003740135,3173,12.00916667,3059,5587,1.095042062
-0.000624718,932,12.00166667,849,1546,1.098318241
0.002912018,2703,12.03666667,2634,4997,1.05423254
-0.002356693,1543,12.00833333,1245,2230,1.116591928
0.003809528,2005,12.05416667,919,1686,1.090154211
0.000345602,2089,12.05833333,1025,1858,1.103336921
-0.003530759,3547,12.01583333,2877,5110,1.126027397
0.003807155,2462,12.06166667,1237,2230,1.10941704
-0.002767402,2247,12.02833333,943,1710,1.102923977
-0.002288886,8009,12.00083333,6673,12248,1.089647289
-0.000833623,2961,11.99083333,1669,3053,1.093350802
0.001319582,2222,12.00666667,932,1682,1.108204518
0.004293933,4018,12.05833333,2885,5291,1.090531091
0.000483643,2006,12.06416667,1161,2079,1.116883117
-0.000967519,1398,12.0525,1214,2194,1.106654512
0.00276186,1063,12.08583333,968,1799,1.076153419
-0.001034804,1083,12.07333333,1011,1843,1.097124254
-0.005051389,1423,12.0125,1261,2303,1.095093356
0.002286666,3163,12.04,3070,5396,1.137879911
-0.000623118,1009,12.0325,940,1689,1.113084665
-0.002982489,1257,11.99666667,1191,2111,1.128375178
-0.001042499,686,11.98416667,624,1165,1.071244635
-0.001670263,813,11.96416667,707,1319,1.072024261
0.003615383,716,12.0075,634,1195,1.061087866
0.000832466,3420,12.0175,3341,6188,1.079831933
-4.44E-16,709,12.0175,572,1088,1.051470588
0.001662856,952,12.0375,652,1211,1.076796036
0.00545412,3439,12.10333333,2462,4694,1.048998722
-6.89E-05,3484,12.1025,2187,3763,1.162370449
0.000344222,3030,12.10666667,1816,3159,1.149730928
0.001444441,3464,12.12416667,2617,4633,1.129721563
0.002745557,1271,12.1575,1142,2019,1.131253096
-0.004740811,1160,12.1,956,1739,1.099482461
0.001238902,1489,12.115,607,1145,1.060262009
0.001855479,2198,12.1375,861,1591,1.082338152
0.000549111,2046,12.14416667,686,1280,1.071875
0.001577017,3471,12.16333333,2324,4138,1.123247946
0.001984875,1880,12.1875,717,1351,1.061435973
-0.000889284,1436,12.17666667,1214,2179,1.114272602
-0.004664571,8482,12.12,8390,15249,1.100400026
-0.002409391,2041,12.09083333,1967,3517,1.11856696
0.001377506,1091,12.1075,983,1785,1.10140056
-0.006075269,2806,12.03416667,2631,4648,1.132099828
-0.001316565,1184,12.01833333,994,1793,1.108756274
0.003944505,1184,12.06583333,1054,1865,1.130294906
-0.00325136,856,12.02666667,765,1393,1.098348887
-0.001942018,1354,12.00333333,1240,2215,1.119638826
-0.000972425,3712,11.99166667,3624,6927,1.046340407
0.001250087,2650,12.00666667,2555,4501,1.135303266
0.00090187,1040,12.0175,895,1613,1.109733416
-0.001735087,1496,11.99666667,1318,2324,1.134251291
0.000694396,1743,12.005,891,1594,1.117942284
-0.00041658,2676,12,1202,2150,1.118139535
-0.000764181,2824,11.99083333,1362,2448,1.112745098
0.000208471,3909,11.99333333,2589,4574,1.132050721
-0.000138976,2450,11.99166667,1097,1979,1.108640728
0.000277932,2232,11.995,1009,1825,1.105753425
0.001180351,2282,12.00916667,999,1819,1.098405717
0.000693674,8828,12.0175,7605,13737,1.107228653
-0.00090187,2266,12.00666667,1419,2534,1.119968429
0.0028416,3837,12.04083333,2812,5067,1.109926978
0.006140703,1586,12.115,1298,2350,1.104680851
0.003501909,1750,12.1575,1583,2828,1.119519095
0.005604936,1387,12.22583333,1261,2280,1.106140351
0.009294819,1509,12.34,1408,2518,1.118347895
0.021049188,1201,12.6025,1063,1976,1.075910931
0.011439967,2903,12.7475,2715,4779,1.136220967
-0.000196136,1236,12.745,1140,2051,1.111652852
-0.006362555,1350,12.66416667,1263,2240,1.127678571
-0.000263244,1311,12.66083333,1191,2133,1.11673699
-0.006802523,1353,12.575,1231,2229,1.10453118
-0.000596599,1331,12.5675,1223,2176,1.124080882
0.002582697,3698,12.6,3599,6672,1.07883693
0.004750603,1125,12.66,1028,1881,1.093035619
