Close Price,count,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density,log_ret
14.51833333,2387,2195,4097,1.071515743,1.37E-05,0.703910941,0.000858566,2235,0.000261601,-0.005951717
14.38833333,1108,922,1743,1.05794607,0.000200651,0.707087221,0.004059321,955,0.000607317,-0.008994526
14.3125,5203,5113,9615,1.063546542,8.85E-07,0.706693733,0.000248454,5142,0.000110625,-0.005284412
14.18333333,1506,1428,2503,1.141030763,5.09E-05,0.570452596,0.001567008,1466,0.000456047,-0.009065715
14.23166667,1417,1356,2428,1.116968699,0.000117075,0.598341287,0.002222997,1403,0.000460226,0.003401962
14.23333333,839,773,1458,1.060356653,0.000606624,0.553746751,0.004411116,818,0.000727767,0.000117103
14.24916667,1912,1800,3378,1.065719361,5.40E-06,0.704177402,0.000596552,1847,0.000315582,0.001111794
14.2725,834,696,1306,1.065849923,0.001193845,0.553483966,0.00854482,739,0.000816743,0.001636183
14.2675,738,651,1273,1.022780833,0.000806596,0.666188149,0.002861632,691,0.000804073,-0.000350385
14.27916667,807,730,1366,1.068814056,0.002041202,0.613698956,0.013804997,776,0.000783014,0.000817375
14.32416667,1046,974,1838,1.059847661,0.000175836,0.703347407,0.001914912,1015,0.000576945,0.003146489
14.46,1626,1552,2719,1.141596175,4.77E-05,0.612045664,0.001717809,1589,0.000420013,0.009438129
14.45,2605,2524,4574,1.103629209,9.07E-06,0.702306148,0.000880586,2578,0.000241336,-0.000691802
14.145,1582,1424,2497,1.140568682,5.34E-05,0.589448055,0.001527894,1470,0.000456959,-0.02133321
14.13333333,988,914,1671,1.093955715,9.88E-05,0.625425336,0.000418911,949,0.000655063,-0.000825131
14.09583333,1325,1254,2209,1.135355364,9.47E-05,0.616725247,0.003381483,1287,0.000514201,-0.002656828
14.09333333,1050,1007,1843,1.092783505,0,0.693410648,0,1034,0.000593259,-0.000177373
14.1975,1505,1473,2666,1.105026257,0.00017254,0.693016227,0.004579255,1505,0.000414644,0.00736402
14.2325,1874,1821,3347,1.088138632,8.22E-05,0.703671721,0.004276094,1858,0.000325206,0.002462189
14.32083333,1187,1146,1998,1.147147147,5.76E-05,0.5688932,0.002085438,1176,0.000574435,0.006187272
14.27666667,845,783,1434,1.092050209,0.00012754,0.610014755,0.00195258,819,0.000762073,-0.003088851
14.37416667,4035,3703,7158,1.034646549,6.17E-05,0.706584088,0.011039697,3740,0.000144564,0.006806111
14.32583333,2767,2690,5128,1.049141966,8.14E-06,0.706695378,0.000914179,2728,0.000204631,-0.00336818
14.25916667,1390,1342,2373,1.131057733,0.000128513,0.599856515,0.004204041,1373,0.000476837,-0.00466446
14.18166667,2194,2123,3893,1.090675572,5.56E-06,0.703538836,0.00032537,2156,0.000280235,-0.005449924
14.05833333,1106,1045,1916,1.090814196,0.00011334,0.514303833,0.001496173,1097,0.000569616,-0.008734711
14.07416667,929,849,1575,1.078095238,6.81E-05,0.615258866,0.000876795,901,0.00068494,0.001125626
14.08,1491,1417,2482,1.141821112,0.000118608,0.576397,0.002545243,1454,0.000460226,0.000414385
14.0925,5806,5693,10785,1.055725545,9.69E-07,0.706693597,0.000327582,5730,9.79E-05,0.00088739
14.0775,1148,942,1703,1.10628303,0.000426899,0.559029594,0.005407166,977,0.00064999,-0.001064963
