,wow1,wow2
174,-0.3249721175073431,-0.09965945780277252
175,-0.034085408265317904,-0.12729930877685547
176,-0.13067351025894886,-0.09801393747329712
177,-0.04999471511561633,-0.09940445423126221
178,-0.02874891244084897,-0.09604084491729736
179,-0.12498437982952042,-0.10321718454360962
180,-0.0028518945621996278,-0.10381974279880524
181,-0.09823192281878015,-0.09703032672405243
182,-0.12495698761881284,-0.10175296664237976
183,-0.17880785753704564,-0.06837919354438782
184,-0.11306407406185902,-0.1241847574710846
185,-0.11981470910436301,-0.13195133209228516
186,-0.1792330369360461,-0.11831319332122803
187,-0.14350263728906928,-0.04767552763223648
188,-0.06786103796032464,-0.12898722290992737
189,-0.07832489810209026,-0.11928926408290863
190,-0.09822358631734354,-0.12646986544132233
191,-0.10474390099727758,-0.12893739342689514
192,-0.09892256898519555,-0.13892191648483276
193,-0.07832617561300179,-0.1247418224811554
194,-0.103585412509328,-0.12402878701686859
195,-0.0934236510176264,-0.14029893279075623
196,-0.05397388827710144,-0.12402550876140594
197,-0.11941279822968597,-0.12685450911521912
198,-0.10981065782016701,-0.05512590706348419
199,-0.08586559936948239,-0.13626739382743835
200,-0.09087649628502648,-0.13333004713058472
201,-0.13999467551277808,-0.11980119347572327
202,-0.13388753162927616,-0.13000859320163727
203,-0.13626143805653962,-0.12484213709831238
204,-0.15886175881219672,-0.12897111475467682
205,-0.08376748080941675,-0.13452845811843872
206,-0.1467238246043236,-0.1238914281129837
207,-0.14536607412373215,-0.1329338550567627
208,-0.1630304908253073,-0.10060776770114899
209,-0.1150735630742209,-0.08986097574234009
210,-0.0730919757320343,-0.1298593282699585
211,-0.07770741468848234,-0.1338803768157959
212,-0.12549562187057917,-0.11710688471794128
213,-0.08563168415062651,-0.12651412189006805
214,-0.11855491697208509,-0.11844293773174286
215,-0.12990617184446343,-0.10231466591358185
216,-0.12020116506796621,-0.10180021822452545
217,-0.1090914191769783,-0.1280878782272339
218,-0.12097691128682284,-0.11955484747886658
219,-0.14156649522876263,-0.13771386444568634
220,-0.09495303360370344,-0.06048985570669174
221,-0.12261409202618775,-0.1083122044801712
222,-0.1365976611027194,-0.12991446256637573
223,-0.11215757608668558,-0.13632526993751526
224,-0.06466711807564239,-0.13317535817623138
225,-0.09749133488859094,-0.12969303131103516
226,-0.11489464618558398,-0.11527033150196075
227,-0.1413625331843486,-0.1280188411474228
228,-0.12101678745299607,-0.12587308883666992
229,-0.10324320001664208,-0.13024845719337463
230,-0.08138044275836506,-0.0870511531829834
231,-0.005026616241667045,-0.10104721784591675
232,-0.02349827723345692,-0.1333615630865097
233,-0.07586322964616062,-0.09892740845680237
234,-0.15301020029775686,-0.11816176772117615
235,-0.133464200164664,-0.12960010766983032
236,-0.07787481021127066,-0.12299142777919769
237,-0.09141485720887685,-0.1299283802509308
238,-0.13122844317318177,-0.12416014075279236
239,-0.12686408561709375,-0.1054215133190155
240,-0.15202365289467615,-0.12351052463054657
241,-0.13249420692623215,-0.1311219334602356
242,-0.11861146614113154,-0.12186893820762634
243,-0.11255037206955669,-0.09780893474817276
244,-0.10166277047130498,-0.13081581890583038
245,-0.07912255214760174,-0.13004951179027557
246,-0.08666486961484472,-0.11464940011501312
247,-0.06965651121449434,-0.1173839271068573
248,-0.11759240459987469,-0.09709055721759796
249,-0.13512640823407238,-0.09564261138439178
250,-0.1201079543067146,-0.10242179036140442
251,-0.12092517506586167,-0.11988852918148041
252,-0.1675202048823276,-0.10626699030399323
253,-0.18174998893393307,-0.12077252566814423
254,-0.09835742192558165,-0.07629218697547913
255,-0.11462083103291,-0.1043480634689331
256,-0.1340007606894158,-0.09790217876434326
257,-0.35787380495873106,-0.13070963323116302
258,-0.04576560140072472,-0.11185024678707123
259,-0.0748971224176643,-0.11984746158123016
260,-0.11003419252012783,-0.1209026426076889
261,-0.16411282777910755,-0.12735769152641296
262,-0.12401913417815048,-0.11144125461578369
263,-0.10657578034147014,-0.10499219596385956
264,-0.16999887314624734,-0.13523288071155548
265,-0.09505580490010224,-0.1346944272518158
266,-0.14487088118486888,-0.12929469347000122
267,-0.15452110948186215,-0.1302562654018402
268,-0.14933779018664067,-0.12235260009765625
269,-0.14175407542395305,-0.13219018280506134
270,-0.11960845348221946,-0.12676778435707092
271,0.027455245472726403,-0.12659995257854462
272,-0.10391605610087559,-0.11992484331130981
273,-0.1945462393692932,-0.11640255153179169
274,-0.11536501976129634,-0.11714513599872589
275,-0.1272398996177084,-0.12182293832302094
276,-0.10571394177099915,-0.1279747486114502
277,-0.06440165130822745,-0.13444271683692932
278,-0.08609583060338409,-0.11762294173240662
279,-0.09453846051622425,-0.10884217917919159
280,-0.1256117446414812,-0.055617280304431915
281,-0.08542785282825925,-0.13006317615509033
282,0.009811322422936614,-0.13229870796203613
283,-0.13727443884835575,-0.13349947333335876
284,-0.13887937877746048,-0.13497434556484222
285,-0.12562963573615377,-0.1354169398546219
286,-0.059895074107175005,-0.13022002577781677
287,-0.13676415345500284,-0.13179387152194977
288,-0.13930845012830767,-0.12293602526187897
289,-0.11977212342667509,-0.12892954051494598
290,-0.12728435105551827,-0.13838642835617065
291,-0.0815395136635392,-0.06494864076375961
292,-0.12081473276208252,-0.12177254259586334
293,-0.13299408803304516,-0.12887850403785706
294,-0.14121402699731722,-0.11214591562747955
295,-0.15775000345596407,-0.05295049026608467
296,-0.12340327290630465,-0.12896250188350677
297,-0.1159295726297886,-0.1278977394104004
298,-0.11421499849683013,-0.11079913377761841
299,-0.07768334400614473,-0.11674195528030396
300,-0.10267589010134542,-0.12324880063533783
301,-0.14181752909383294,-0.10080243647098541
302,-0.12636448972201916,-0.07791303098201752
303,-0.08175729659344257,-0.11065737903118134
304,-0.12863500689411733,-0.12805040180683136
305,-0.13866570765011887,-0.11518463492393494
306,-0.18847361798995854,-0.13502658903598785
307,-0.12045562147389717,-0.13538898527622223
308,-0.12592893574603486,-0.13498082756996155
309,-0.12042417687974,-0.1327618658542633
310,-0.13931713126059483,-0.12934058904647827
311,-0.08265413302097813,-0.13391126692295074
312,-0.05419061948871949,-0.1335935890674591
313,-0.17898622776985063,-0.13364370167255402
314,-0.2123216509723906,-0.10692465305328369
315,-0.10605240491770752,-0.1030055582523346
316,-0.1429153447263519,-0.09892162680625916
317,-0.15232554951975882,-0.0666072890162468
318,-0.24760449398272602,-0.12242572009563446
319,-0.0449743408516821,-0.13447172939777374
320,-0.10185087355468243,-0.12983445823192596
321,-0.03836965697438646,-0.12870100140571594
322,-0.07863500050656277,-0.12877924740314484
323,-0.1393070834887279,-0.1298111528158188
324,-0.17319049945320006,-0.13169457018375397
325,-0.09505848470206082,-0.1324184685945511
326,-0.059240424038908536,-0.13109968602657318
327,-0.11582066333910328,-0.10023385286331177
328,-0.06253756680524201,-0.07428637892007828
329,-0.12817650525701532,-0.08315958827733994
330,-0.14442959326456078,-0.0820026770234108
331,-0.14189485712640312,-0.1311296820640564
332,-0.13964507128253895,-0.10621261596679688
333,-0.1628093269479218,-0.12307468056678772
334,-0.13439328334437095,-0.07590511441230774
335,-0.04288311490862748,-0.1356058120727539
336,-0.10472857086633927,-0.12198984622955322
337,-0.07656359083741482,-0.07133036851882935
338,-0.10100275485721011,-0.10312062501907349
339,0.025266185961493798,-0.14320878684520721
340,-0.10001174507880586,-0.14044292271137238
341,-0.09772297435545094,-0.1423473209142685
342,-0.03150844296414533,-0.040861859917640686
343,-0.1167515825693761,-0.12978863716125488
344,-0.08349189496720029,-0.12424638867378235
345,-0.11296785075162069,-0.13002248108386993
346,-0.13026723802143897,-0.13097377121448517
347,-0.12368926303506102,-0.1282222867012024
348,-0.13547352280351183,-0.12884606420993805
349,-0.09395910634689196,-0.08885034918785095
350,-0.11609164420012702,-0.12638814747333527
351,-0.10881376554965853,-0.1476750522851944
352,-0.060347075293406285,-0.07391998171806335
353,-0.09956953616225922,-0.11327305436134338
354,-0.17512702179582457,-0.13458627462387085
355,-0.13901989903581702,-0.12107785046100616
356,-0.12012644553442003,-0.07686203718185425
357,-0.07572579323972536,-0.11719447374343872
358,-0.09145536321763902,-0.06351375579833984
359,-0.0732094294910488,-0.1329767405986786
360,-0.03491763235028637,-0.07689744234085083
361,-0.09542669305631848,-0.05804847925901413
362,-0.12014175189771346,-0.06243966147303581
363,-0.12766041461640398,-0.05503472685813904
364,-0.12255269425758873,-0.056472644209861755
365,-0.11039307207377574,-0.09433946013450623
366,-0.16478013411826492,-0.13271574676036835
367,-0.13421070029651352,-0.11708803474903107
368,-0.17824401769789933,-0.13074961304664612
369,-0.10074489967806337,-0.14494816958904266
370,-0.14560893786087992,-0.11132581532001495
371,-0.12378477925786459,-0.13292758166790009
372,-0.07969356981549741,-0.1324276328086853
373,-0.07481780384483663,-0.13487660884857178
374,-0.13100014900233659,-0.05778823047876358
375,-0.135110691878905,-0.05834755301475525
376,-0.14588381661566163,-0.09566115587949753
377,-0.13031532590891326,-0.06372533738613129
378,-0.09038307997761691,-0.08068975061178207
379,-0.09608502116762789,-0.07433146238327026
380,-0.11159799065597024,-0.06740601360797882
381,-0.09955667786638693,-0.06579048931598663
382,-0.10877747235594878,-0.06597428023815155
383,-0.10914966773263264,-0.092368945479393
384,-0.11535654065399055,-0.09566785395145416
385,-0.12258933802406025,-0.09297250211238861
386,-0.0946444820380584,-0.06073468551039696
387,-0.11166270401102801,-0.07576596736907959
388,-0.12701016156243766,-0.10522723197937012
389,-0.1403087768234992,-0.12256208062171936
390,-0.13873620248479018,-0.12810952961444855
391,-0.11795405308414944,-0.13074859976768494
392,-0.10976132213133727,-0.12717193365097046
393,-0.13020907265254167,-0.13161879777908325
394,-0.14792006205423092,-0.12476830184459686
395,-0.12939205391837594,-0.12113286554813385
396,-0.12505219486223315,-0.12284348905086517
397,-0.1285027280666179,-0.12261880934238434
398,-0.09200120500771083,-0.10613429546356201
399,-0.14791155917928026,-0.1246301680803299
400,-0.11203797135581076,-0.11693501472473145
401,-0.07897358249149547,-0.12579509615898132
402,-0.09285924669691456,-0.13279099762439728
403,-0.11072365030429995,-0.08013215661048889
404,-0.11180278456795456,-0.14161792397499084
405,-0.1206498387839163,-0.14137254655361176
406,-0.1264628224107393,-0.12909045815467834
407,-0.13873948241978165,-0.13848063349723816
408,-0.1205294853722282,-0.13519102334976196
409,-0.11813558441372156,-0.13698552548885345
410,-0.13985130907894885,-0.13281582295894623
411,-0.12070304265694792,-0.10300450026988983
412,-0.10014936568448882,-0.1347702443599701
413,-0.07788067487764125,-0.13543497025966644
414,-0.15538429686617927,-0.1312974989414215
415,-0.12335674179956904,-0.13283862173557281
416,-0.083517231276627,-0.12183640897274017
417,-0.1106653958067344,-0.12641508877277374
418,-0.0673001512510529,-0.1072697639465332
419,-0.11483218481487723,-0.10293617844581604
420,-0.13786709101499034,-0.11360487341880798
421,-0.1051105050355068,-0.11085166037082672
422,-0.11919836653770866,-0.13843771815299988
423,-0.10018217097631454,-0.10197123885154724
424,-0.14049570935036704,-0.12383969128131866
425,-0.1368946794186934,-0.09832529723644257
426,-0.10132741494416278,-0.10364674031734467
427,-0.10263890170402336,-0.10541139543056488
428,-0.11925371544068938,-0.09952820092439651
429,-0.10481723606551034,-0.11935354769229889
430,-0.11003368745767445,-0.09965131431818008
431,-0.11037768252372528,-0.12804633378982544
432,-0.1015382636636766,-0.10799276828765869
433,-0.11306902367390227,-0.10041642189025879
434,-0.11591707084858931,-0.09703637659549713
435,-0.11920820040077179,-0.12864376604557037
436,-0.10600005073797986,-0.11788229644298553
437,-0.1185659392173915,-0.11404313147068024
438,-0.1200158725085941,-0.11952216923236847
439,-0.11508810887287863,-0.13178321719169617
440,-0.10665187245650731,-0.12964892387390137
441,-0.11593444499698605,-0.09850769490003586
442,-0.10607819281238667,-0.09609103947877884
443,-0.11381629625420993,-0.09772582352161407
444,-0.1170778469723572,-0.1352188140153885
445,-0.10917003660428244,-0.13782918453216553
446,-0.10205170421188542,-0.13622091710567474
447,-0.10098596895802378,-0.10178647935390472
448,-0.10794102357210546,-0.07219357788562775
449,-0.12301554537370113,-0.13416670262813568
450,-0.12966895292297123,-0.0946117490530014
451,-0.09122914871571959,-0.1254037469625473
452,-0.09509152767033521,-0.13975435495376587
453,-0.06281940353805812,-0.13532891869544983
454,-0.008866350572636947,-0.12445126473903656
455,-0.1133386913725472,-0.12962675094604492
456,-0.0999456175488786,-0.09590088576078415
457,-0.13000852126516585,-0.13479141891002655
458,-0.0708350358270656,-0.12986697256565094
459,-0.07946229280522163,-0.11821955442428589
460,-0.059811400113425714,-0.08070985972881317
461,-0.0792671723246976,-0.10621601343154907
462,-0.10691412464995419,-0.0993758887052536
463,-0.14058492120537003,-0.10602089762687683
464,0.07456791676863112,-0.09798305481672287
465,0.050242718605966324,-0.11415942013263702
466,-0.1874084293919288,-0.09613516926765442
467,-0.11311509725347421,-0.0936615914106369
468,-0.166693221563052,-0.09390805661678314
469,-0.19085108362204062,-0.1110139787197113
470,-0.11177917735469182,-0.12446743249893188
471,-0.15582083125751425,-0.09125478565692902
472,-0.10818576495319761,-0.10645972192287445
473,-0.1336128548994758,-0.054641712456941605
474,-0.17277973513081057,-0.11625601351261139
475,-0.11661128216173454,-0.10509073734283447
476,-0.20955213803825073,-0.12318813800811768
477,-0.17302623531762276,-0.12915612757205963
478,-0.06065347588719098,-0.1025129109621048
479,-0.17277659185977712,-0.1246049702167511
480,-0.16333350452969864,-0.1238979697227478
481,0.03986085089707575,-0.11624406278133392
482,-0.04254761083370487,-0.11337457597255707
483,-0.10332910222709753,-0.11719094216823578
484,-0.09365814260187026,-0.11309485137462616
485,-0.15189696540563136,-0.13064812123775482
486,-0.2326260291178546,-0.12023003399372101
487,-0.14265646753847594,-0.13106665015220642
488,-0.0367352451656484,-0.09432783722877502
489,-0.005717767470535817,-0.09445852786302567
490,-0.1462621856380993,-0.10867476463317871
491,-0.0907626789756764,-0.1039392501115799
492,-0.11389591786450964,-0.11303617060184479
493,-0.08774735511642538,-0.10197655856609344
494,-0.10426672393322244,-0.1302987039089203
495,-0.14022853131252178,-0.11353400349617004
496,-0.1253197294147514,-0.09654304385185242
497,-0.08639740636526108,-0.11531104147434235
498,-0.12059426408830935,-0.13364839553833008
499,-0.09832568023586366,-0.12320853769779205
500,-0.09078275075176538,-0.11879627406597137
501,-0.12372347061793382,-0.12962453067302704
502,-0.10217310934185883,-0.08567232638597488
503,-0.11641831859498207,-0.060802359133958817
504,-0.10487460521830465,-0.1252748817205429
505,-0.1088733272676917,-0.11932404339313507
506,-0.11954002643265144,-0.12195514142513275
507,-0.1196579020673623,-0.13256607949733734
508,-0.11607889880056786,-0.1303178071975708
509,-0.11641837207218302,-0.1286868453025818
510,-0.12406975331980297,-0.13135482370853424
511,-0.1124040406220305,-0.1280505210161209
512,-0.10462609072359008,-0.12501363456249237
513,-0.14353127730113233,-0.11787471175193787
514,-0.08916013363679186,-0.09392179548740387
515,-0.1082778824027854,-0.09337405860424042
516,-0.13236095362529327,-0.10099934041500092
517,-0.1382653535561805,-0.09618423134088516
518,-0.10334580493952682,-0.11767536401748657
519,-0.1099724322949446,-0.09667155891656876
520,-0.12176590202578082,-0.04040826857089996
521,-0.11468322110068216,-0.10854338109493256
522,-0.11400881417762118,-0.12245826423168182
523,-0.0972901952520047,-0.13015052676200867
524,-0.10407723044262034,-0.11787162721157074
525,-0.1080186249325916,-0.1209670901298523
526,-0.11125480963175606,-0.12786981463432312
527,-0.11298448810302661,-0.11917941272258759
528,-0.12475864662240953,-0.12424173951148987
529,-0.10510382632729957,-0.11754107475280762
530,-0.11353689570499255,-0.12797434628009796
531,-0.1069811375246527,-0.13013428449630737
532,-0.10632075351206241,-0.12216112017631531
533,-0.12131551703940041,-0.1090695858001709
534,-0.11244414852274118,-0.0982215404510498
535,-0.11921009587044981,-0.12300369143486023
536,-0.11218200922560741,-0.10514862835407257
537,-0.12194284025798267,-0.14983506500720978
538,-0.12194284025798267,-0.10093444585800171
539,-0.12194284025798267,-0.14869840443134308
540,-0.12194284025798267,-0.0957990288734436
541,-0.10644013839222224,-0.09402996301651001
542,-0.11312096786175602,-0.0944768488407135
543,-0.1194490854814845,-0.0983719676733017
544,-0.12009910085900218,-0.03358300402760506
545,-0.11020340032583716,-0.12089008092880249
546,-0.1068907194616728,-0.04778663069009781
547,-0.09149694471233136,-0.05474242568016052
548,-0.10325929071221608,-0.10362635552883148
549,-0.09265459539079943,-0.11832965910434723
550,-0.09063155882086418,-0.12600775063037872
551,-0.0918199945413444,-0.12097714841365814
552,-0.056761684472054194,-0.11334528028964996
553,-0.11686424714795018,-0.11519253253936768
554,-0.09939756536783427,-0.11248421669006348
555,-0.11920677434207985,-0.12186479568481445
556,-0.10951772159719866,-0.12733466923236847
557,-0.14786782077081637,-0.12063644826412201
558,-0.12055830364162771,-0.1252620369195938
559,-0.12069774247214289,-0.10756252706050873
560,-0.0995377469372515,-0.0995514988899231
561,-0.0988477543810699,-0.10559624433517456
562,-0.08920285003652653,-0.09863550961017609
563,-0.09128823508085544,-0.09546113014221191
564,-0.12640888174071685,-0.09339998662471771
565,-0.11985449019995678,-0.09439417719841003
566,-0.14157850977324218,-0.09984146058559418
567,-0.17309442469074215,-0.10099437832832336
568,-0.08288593291944096,-0.09743677079677582
569,-0.1091720449702736,-0.10734739899635315
570,-0.1346461057247174,-0.13025403022766113
571,-0.10316543228264188,-0.07375980913639069
572,-0.14872567826077238,-0.11397719383239746
573,-0.15517264598865121,-0.10914324223995209
574,-0.10247176168341735,-0.10185550153255463
575,-0.12439002827627794,-0.10132436454296112
576,-0.11081656396999075,-0.10035157203674316
577,-0.10661374915414291,-0.09776198863983154
578,-0.08635144568200225,-0.10469196736812592
579,-0.09130788498124806,-0.09795863926410675
580,-0.12774531858577506,-0.09678274393081665
581,-0.11915055792006153,-0.10986296832561493
582,-0.12120311984683105,-0.09738878905773163
583,-0.11665129499186574,-0.11730043590068817
584,-0.13052817705250702,-0.103854238986969
585,-0.02848473506816797,-0.11819157004356384
586,-0.17270318548860975,-0.09704957157373428
587,-0.13601857431939185,-0.10686363279819489
588,-0.07645455676659396,-0.1098112165927887
589,-0.11276637836800635,-0.11675509810447693
590,-0.07920452675474313,-0.11008912324905396
591,-0.1149731804261311,-0.11623957753181458
592,-0.12063498400587531,-0.1206301897764206
593,-0.12208289110535313,-0.10094273090362549
594,-0.10081924487120292,-0.09451965242624283
595,-0.08582389309465449,-0.018974358215928078
596,-0.09188813043726282,-0.11703957617282867
597,-0.11628092378192534,-0.12900157272815704
598,-0.13803074907562354,-0.11843523383140564
599,-0.10922195108258011,-0.12277847528457642
600,-0.1110685544827669,-0.11622035503387451
601,-0.09814243169395,-0.10625290870666504
602,-0.12963173279111173,-0.11709237098693848
603,-0.1020600347714108,-0.10224620997905731
604,-0.12038087223079491,-0.10779891908168793
605,-0.09033569323566615,-0.1010686606168747
606,-0.1194505412497325,-0.10141649842262268
607,-0.1265132632950553,-0.1243971735239029
608,-0.10198278992559764,-0.10958738625049591
609,-0.11315067147592678,-0.1316499561071396
610,-0.1106562274377275,-0.12890484929084778
611,-0.10154614857986076,-0.12486904859542847
612,-0.10783732533755691,-0.09828829765319824
613,-0.08644151317222039,-0.10352730751037598
614,-0.09388561678896756,-0.09782350063323975
615,-0.11457923765439523,-0.09506857395172119
616,-0.1214769587671499,-0.1196422129869461
617,-0.09798264775942989,-0.06536870449781418
618,-0.06399815394325563,-0.10054804384708405
619,-0.016601310743426745,-0.0702337771654129
620,-0.16245334704694747,-0.09938523173332214
621,-0.08327320886679203,-0.09828844666481018
622,-0.12681176114692216,-0.0973450243473053
623,-0.23188753868232476,-0.09953226149082184
624,-0.16234421196363594,-0.10315462946891785
625,-0.0767926871662742,-0.11199849843978882
626,-0.10460668444155734,-0.10675980150699615
627,-0.10837171706471473,-0.10267142951488495
628,-0.12828124332602672,-0.1118449866771698
629,-0.10837181213529419,-0.0997176468372345
630,-0.10070013926087025,-0.11955645680427551
631,-0.0957438306836712,-0.09576444327831268
632,-0.08457498654372501,-0.11758103966712952
633,-0.126785890065486,-0.10420377552509308
634,-0.09795432861057254,-0.11509948968887329
635,-0.12752099361162247,-0.11215440928936005
