Date,Close Price,pct_change,log_ret,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density
2016-04-08 12:00:00,9.710833333333332,-0.0033356140951078532,-0.0033411896578732225,423,808,1.047029702970297,0.00034730261634637646,0.676108009858,0.0050335802811050335,450,0.0012974345761713718
2016-04-08 13:00:00,9.710833333333337,2.220446049250313e-16,0.0,834,1564,1.0664961636828645,0,0.58177605804,0.0,878,0.0006823391962142447
2016-04-08 14:00:00,9.730833333333337,0.002059555479275721,0.0020574375024517977,3677,7071,1.040022627633998,0,0.706618425807,0.0,3706,0.00014710362484214964
2016-04-08 15:00:00,9.810833333333333,0.008221289714823945,0.00818767900248174,895,1677,1.0673822301729279,0,0.619801283723,0.0,929,0.0006368629058311025
2016-04-08 16:00:00,9.741666666666667,-0.0070500297290407845,-0.007074998612082606,2124,3966,1.0711043872919819,0,0.69902295107,0.0,2153,0.0002701398202501846
2016-04-08 17:00:00,9.768333333333334,0.0027373823781007283,0.0027336425702602085,679,1249,1.0872698158526821,7.25356028917527e-05,0.498889295253,0.001601323791793437,708,0.0008712097883434953
2016-04-08 18:00:00,9.816666666666665,0.004947961098788367,0.00493576016920283,731,1321,1.1067373202119606,0,0.601453937481,0.0,762,0.0008384373637969399
2016-04-08 19:00:00,9.855833333333337,0.00398981324278469,0.003981875045539596,541,1000,1.082,0,0.589517261747,0.0,571,0.001083083083083083
2016-04-08 20:00:00,9.960000000000004,0.010569036949353185,0.010513575121481988,258,493,1.0466531440162272,0,0.622540456926,0.0,276,0.0021273437886508684
2016-04-08 21:00:00,9.916666666666666,-0.004350736278447398,-0.004360228272978439,868,1651,1.0514839491217445,4.7814098783928086e-05,0.706160724013,0.0008681607106803957,898,0.0006372629994677238
2016-04-08 22:00:00,9.800833333333337,-0.011680672268907344,-0.011749427248583631,2234,4147,1.0774053532674222,0,0.696233445668,0.0,2265,0.0002598662212415394
2016-04-08 23:00:00,9.743333333333332,-0.00586684805713833,-0.00588412561990026,595,1114,1.0682226211849193,0.0002610966057441253,0.649037837241,0.0047875523638539795,622,0.0009597687521877082
2016-04-09 00:00:00,9.693333333333333,-0.005131713992473364,-0.005144926457835819,729,1350,1.08,0,0.493869876971,0.0,758,0.0008005930318754633
2016-04-09 01:00:00,9.858333333333333,0.017022008253094745,0.01687875719913157,1259,2326,1.0825451418744625,3.125944295672651e-05,0.504768074907,0.0002866281450986034,1285,0.00046561081370944627
2016-04-09 02:00:00,9.950833333333334,0.009382924767540324,0.009339178560952456,1197,2228,1.0745062836624775,2.502043335390569e-05,0.592834180209,0.0009019406685474908,1227,0.0004824904731308835
2016-04-09 03:00:00,9.970833333333337,0.0020098819194376287,0.0020078648090891,528,1012,1.0434782608695652,0.0005396330495263221,0.656556460019,0.0034965034965034965,564,0.0010321248871113405
2016-04-09 04:00:00,10.043333333333333,0.007271207689092619,0.0072448999077177065,2167,3994,1.085127691537306,0,0.700718415195,0.0,2194,0.00027175749850671325
2016-04-09 05:00:00,10.028333333333334,-0.001493528045137471,-0.001494644469894446,946,1808,1.0464601769911503,0.00023576101691585296,0.581628733024,0.0025153235879043436,971,0.0005791146524577479
2016-04-09 06:00:00,9.987500000000002,-0.004071796576366804,-0.004080108911812097,1090,1997,1.0916374561842763,2.3892578964973478e-05,0.596957101349,0.001001509668839238,1125,0.0005469125531985352
2016-04-09 07:00:00,9.989166666666668,0.00016687526074243841,0.00016686133861476551,617,1218,1.013136288998358,0,0.677325472934,0.0,656,0.0008324866795385028
2016-04-09 08:00:00,9.939166666666667,-0.0050054225410862685,-0.0050179916284309725,750,1410,1.0638297872340425,6.888159254241958e-05,0.617914730908,0.001182033096926714,794,0.0007550246893073403
2016-04-09 09:00:00,9.910833333333334,-0.0028506749392134267,-0.0028547458514234236,945,1794,1.0535117056856187,0,0.535406306584,0.0,978,0.0005875692725519346
2016-04-09 10:00:00,9.891666666666667,-0.0019339107037753547,-0.00193578312353182,2303,4270,1.0786885245901638,0,0.697740912798,0.0,2359,0.0002526794388826807
2016-04-09 11:00:00,9.779166666666667,-0.011373209772535864,-0.011438379318589929,863,1580,1.0924050632911393,0.0001317118145497651,0.553318353329,0.0014767932489451476,899,0.0006918334789684225
2016-04-09 12:00:00,9.723333333333333,-0.0057094162760972225,-0.0057257772975116685,696,1318,1.0561456752655538,0,0.627753247665,0.0,753,0.0008019329349017114
2016-04-09 13:00:00,9.645,-0.008056222146040405,-0.00808884885382799,1004,1898,1.0579557428872497,0,0.556734973066,0.0,1066,0.0005576993900301791
2016-04-09 14:00:00,9.659166666666666,0.0014688094003800778,0.0014677317549609548,1087,2063,1.0538051381483278,0,0.646009136718,0.0,1132,0.0005110597178216914
2016-04-09 15:00:00,9.591666666666667,-0.006988180484858829,-0.0070127121728167366,810,1515,1.0693069306930694,7.851142341210646e-05,0.610469330801,0.0013201768973306962,853,0.0007062793465608119
2016-04-09 16:00:00,9.340833333333332,-0.02615117289313651,-0.026499195694833052,2173,4061,1.070179758680128,4.101857320994947e-06,0.700357960221,0.0005745711236969547,2238,0.000263591073566534
2016-04-09 17:00:00,9.218333333333334,-0.01311446159336238,-0.013201215466471794,635,1232,1.030844155844156,0,0.652315375783,0.0,677,0.0008374038633989894
2016-04-09 18:00:00,9.2575,0.0042487796058576785,0.004239779027098932,3749,7111,1.0544227253550837,9.26256405063041e-07,0.706430453728,0.0002812570655818206,3785,0.00014830136784178393
2016-04-09 19:00:00,9.1175,-0.01512287334593565,-0.01523839010493244,1455,2648,1.098942598187311,0,0.577277489419,0.0,1496,0.00041516531854450745
2016-04-09 20:00:00,9.152500000000002,0.0038387715930903172,0.0038314223115563095,731,1364,1.0718475073313782,0,0.575083078524,0.0,771,0.0007863884866701234
2016-04-09 21:00:00,9.320833333333333,0.018392060457069537,0.01822497213588337,641,1260,1.0174603174603174,0,0.535537121809,0.0,682,0.0008081495770137549
2016-04-09 22:00:00,9.2875,-0.003576218149306865,-0.0035826281042603547,2382,4390,1.0851936218678815,7.303063756963776e-06,0.69670683469,0.0007213661058447757,2427,0.0002472530466775761
2016-04-09 23:00:00,9.150833333333333,-0.01471511888739341,-0.014824460222255809,611,1154,1.0589254766031195,0,0.660037995922,0.0,637,0.0009184089129255157
2016-04-10 00:00:00,9.068333333333333,-0.009015572352244929,-0.009056458551842894,1119,2105,1.0631828978622329,2.9308323563892145e-05,0.580017641323,0.0006334248481403871,1158,0.0005053150655238748
2016-04-10 01:00:00,9.064999999999998,-0.0003675794890645178,-0.000367647062964771,670,1354,0.9896602658788775,0,0.688135333456,0.0,732,0.000731456220161772
2016-04-10 02:00:00,9.075,0.0011031439602871007,0.001102535944100147,1241,2316,1.0716753022452505,2.515659983396644e-05,0.613418626861,0.0004677605066206102,1291,0.0004629266964342334
2016-04-10 03:00:00,9.1,0.002754820936639257,0.0027510333718900877,915,1690,1.0828402366863905,5.5156183927488005e-05,0.507261592957,0.001380670611439842,969,0.0006411132247995207
