Date,Close Price,pct_change,log_ret,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density
2016-12-29 17:00:00,8.390833333333333,-0.002377885663330748,-0.0023807173232439642,284,545,1.0422018348623854,0.0006586169045005489,0.672115992813,0.001039755351681957,317,0.0019158121964382084
2016-12-29 18:00:00,8.311666666666667,-0.009434899195550628,-0.009479689809547054,1097,1972,1.1125760649087222,0.00020097809338782074,0.46834024207,0.0013707050218206408,1133,0.0005644728893499352
2016-12-29 19:00:00,8.311666666666666,-2.220446049250313e-16,-4.440892098500626e-16,1307,2386,1.0955574182732606,0.0001496881496881497,0.561719693278,0.001837105336686225,1348,0.00045935321520891435
2016-12-29 20:00:00,8.341666666666669,0.0036093843994389205,0.003602886203198707,867,1570,1.1044585987261146,0.00026252078289531257,0.630834065641,0.0012101910828025478,906,0.0007039251744589641
2016-12-29 21:00:00,8.242500000000001,-0.011888111888111895,-0.011959340569425159,3245,6210,1.0450885668276972,6.360948971509788e-05,0.706154547422,0.00457002274876671,3285,0.00016831833899624694
2016-12-29 22:00:00,8.310833333333333,0.008290364978262854,0.008256188662026709,1335,2368,1.1275337837837838,0.00032895392651368646,0.694881765333,0.0033924244861744854,1361,0.0004763556331997397
2016-12-29 23:00:00,8.253333333333332,-0.006918680437180469,-0.00694272547749053,880,1584,1.1111111111111112,0.0005456331162926049,0.625079218702,0.001718056012646656,910,0.0007019021548396153
2016-12-30 00:00:00,8.285833333333333,0.00393780290791601,0.003930070055696344,766,1412,1.084985835694051,0.0007320286955248646,0.637077795562,0.0045696748954539325,804,0.0007689481471963508
2016-12-30 01:00:00,8.298333333333334,0.0015085990143821615,0.0015074622220545564,781,1429,1.0930720783764871,0,0.584014192977,0.0,817,0.0007654566375185483
2016-12-30 02:00:00,8.373333333333333,0.00903795942960417,0.008997361505851842,771,1430,1.0783216783216782,0.00014132278123233464,0.602545447973,0.0014319014319014317,814,0.0007545987951866188
2016-12-30 03:00:00,8.425833333333333,0.006269904458598763,0.006250330383418935,1005,1831,1.0977607864554888,0,0.579123794427,0.0,1041,0.0005998692822161141
2016-12-30 04:00:00,8.375833333333333,-0.005934131144298416,-0.005951808066659403,2462,4277,1.1512742576572363,0.00027149638296754307,0.579424775129,0.007793179464911988,2500,0.0002692409395830768
2016-12-30 05:00:00,8.426666666666668,0.006069047855934873,0.0060507053618992215,1710,2960,1.1554054054054055,0.000585668133985755,0.591824911589,0.010615124740124741,1758,0.00039047158006265815
2016-12-30 06:00:00,8.415833333333332,-0.0012856012658231109,-0.0012864283600819706,3318,6063,1.094507669470559,3.510796599748483e-05,0.704723354701,0.004120354511250108,3360,0.00018055223844779927
2016-12-30 07:00:00,8.404166666666667,-0.001386275868897724,-0.001387237638244887,1238,2247,1.1019136626613262,0.0008493771234428086,0.498425899997,0.005878405360067183,1288,0.0004906116040344284
2016-12-30 08:00:00,8.413333333333332,0.0010907288051560382,0.0010901343926823515,1139,2034,1.119960668633235,0.0012328843890684251,0.525177990807,0.015130405211526157,1184,0.0005508906387768003
2016-12-30 09:00:00,8.310833333333333,-0.012183042789223329,-0.01225786437912646,1110,2022,1.0979228486646884,0.0019236688211757464,0.578590190998,0.01268491042971755,1168,0.0005432572234857439
2016-12-30 10:00:00,8.230000000000002,-0.00972626090444173,-0.009773869936797295,2234,4354,1.026182820395039,5.2155469660004285e-05,0.691097747237,0.0010752912682173133,2562,0.00023574151628647807
2016-12-30 11:00:00,8.1475,-0.010024301336573728,-0.010074882959399291,1195,2130,1.1220657276995305,0.0016193276998101478,0.548198277564,0.014320112244347311,1235,0.0005270388575385301
2016-12-30 12:00:00,8.123333333333333,-0.002966145034264178,-0.002970552760574563,1081,1955,1.1058823529411765,0.00012780097128738178,0.484071235118,0.0008159785653391792,1121,0.0005659582154253717
2016-12-30 13:00:00,8.09,-0.004103405826836215,-0.004111847898604637,1001,1793,1.116564417177914,0.0002963841138114997,0.548957135985,0.0011119759586017254,1040,0.0006230828220858896
