Date,Close Price,pct_change,log_ret,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density
2015-08-31 00:00:00,1.25,,,48,95,1.0105263157894737,0,0.568662322672,0.0,53,0.010750279955207167
2015-08-31 01:00:00,1.25,0.0,0.0,59,113,1.0442477876106195,0,0.58050306418,0.0,64,0.009323640960809102
2015-08-31 02:00:00,1.25,0.0,0.0,57,113,1.008849557522124,0,0.594042171883,0.0,65,0.009007585335018964
2015-08-31 03:00:00,1.25,0.0,0.0,380,669,1.1360239162929746,0,0.632917743543,0.0,384,0.001700634605229004
2015-08-31 04:00:00,1.25,0.0,0.0,194,359,1.0807799442896935,0,0.665905592977,0.0,199,0.0030189383918706523
2015-08-31 05:00:00,1.25,0.0,0.0,907,1501,1.2085276482345104,0,0.592899919306,0.0,913,0.0008056850988230068
2015-08-31 06:00:00,1.25,0.0,0.0,51,104,0.9807692307692307,0,0.665333756041,0.0,58,0.009522031366691561
2015-08-31 07:00:00,1.29,0.03200000000000003,0.03149866705937099,87,176,0.9886363636363636,0,0.507125899344,0.0,98,0.00564935064935065
2015-08-31 08:00:00,1.3208333333333335,0.023901808785529832,0.02362063216170868,60,113,1.0619469026548674,0,0.621404944823,0.0,63,0.009481668773704172
2015-08-31 09:00:00,1.3100000000000005,-0.008201892744479466,-0.008235713322229055,74,143,1.034965034965035,0,0.564780070189,0.0,82,0.0072884861617255985
2015-08-31 10:00:00,1.3100000000000005,0.0,0.0,90,184,0.9782608695652174,0,0.687843541643,0.0,101,0.005345687811831789
2015-08-31 11:00:00,1.3183333333333336,0.006361323155216203,0.006341175338447302,66,127,1.0393700787401574,0,0.515088815982,0.0,70,0.008248968878890138
2015-08-31 12:00:00,1.34,0.0164348925410871,0.016301301411312363,67,129,1.0387596899224807,0,0.662618000281,0.0,71,0.00811531007751938
2015-08-31 13:00:00,1.34,0.0,0.0,53,111,0.954954954954955,0,0.539723214651,0.0,62,0.008681408681408681
2015-08-31 14:00:00,1.3325000000000002,-0.005597014925373012,-0.005612736904957283,59,116,1.0172413793103448,0,0.559867672587,0.0,66,0.008845577211394303
2015-08-31 15:00:00,1.3208333333333335,-0.008755472170106304,-0.008794026522573328,432,765,1.1294117647058823,6.658528465209188e-05,0.643367741686,0.001743137436607485,445,0.0014782876501385895
2015-08-31 16:00:00,1.33,0.006940063091482651,0.006916091698373039,61,123,0.991869918699187,0.009316770186335404,0.514984564503,0.010899888410648812,69,0.008130081300813009
2015-08-31 17:00:00,1.33,0.0,0.0,72,138,1.0434782608695652,0.00539568345323741,0.544091850778,0.010869565217391304,83,0.007616629641383688
