Date,Close Price,pct_change,log_ret,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density
2017-04-25 16:00:00,53.75333333333333,-0.0009447843258733047,-0.0009452309158941574,993,1899,1.0458135860979463,0.0003331575002082234,0.639956318242,0.0015260907835947328,1064,0.0005510082118535017
2017-04-25 17:00:00,53.93666666666667,0.0034106412005456828,0.003404838154840384,2417,4361,1.1084613620729191,0.0002532811420676951,0.627825369536,0.001805687568392362,2505,0.00025423425735617407
2017-04-25 18:00:00,53.88500000000001,-0.0009579136023729617,-0.0009583726948116932,2555,4566,1.1191414805081035,9.410162078839234e-05,0.682725867746,0.0009665566827196262,2629,0.0002451569508232428
2017-04-25 19:00:00,53.90583333333333,0.0003866258389777499,0.00038655111846708223,2251,4000,1.1255,0.0003221390029797858,0.589311576119,0.003352065295815296,2321,0.0002814453613403351
2017-04-25 20:00:00,53.70500000000001,-0.003725632661894851,-0.0037325901172518,2530,4494,1.1259457053849578,0.00020471581245931928,0.548299482675,0.0015661731468940487,2597,0.00025059997894167767
2017-04-25 21:00:00,53.77,0.0012103156130713886,0.001209583771576206,4201,7741,1.0853894845627179,3.4624806557938363e-05,0.707089937779,0.0012074417473616704,4277,0.00014023119955590673
2017-04-25 22:00:00,53.70833333333334,-0.001146860083069856,-0.0011475182303448685,2428,4322,1.1235539102267469,0.00037953488372093026,0.509802974428,0.002911213714502899,2507,0.000260021733447523
2017-04-25 23:00:00,53.7175,0.00017067494181532972,0.00017066037850455018,2233,4012,1.113160518444666,0.00032262334138512955,0.497225482857,0.0031209761768086794,2323,0.0002775269305521481
2017-04-26 00:00:00,53.94,0.004142039372643902,0.004133484741837723,6162,11743,1.0494762837435068,7.247379501914449e-06,0.706639130125,0.0012804218763806628,6242,8.93779836265974e-05
2017-04-26 01:00:00,54.01166666666666,0.0013286367568903226,0.0013277549000996205,2420,4387,1.1032596307271485,0.0003017983631877008,0.695571747827,0.0035001138998595597,2534,0.000251541183476322
