Date,Close Price,pct_change,log_ret,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density
2017-12-08 21:00:00,457.85416666666663,0.003512315936745392,0.003506162160253901,24808,46215,1.0735908254895596,2.9958706915634618e-05,0.705692138231,0.0011226011497189434,25555,2.323085700198121e-05
2017-12-08 22:00:00,457.5125000000001,-0.0007462346999131952,-0.0007465132716220069,25279,47579,1.062611656403035,1.7652236055629917e-05,0.706821536016,0.0016593214327763914,26187,2.2334096775884547e-05
2017-12-08 23:00:00,457.5308333333333,4.0071764887850136e-05,4.0070962036509166e-05,24936,47843,1.042409547896244,7.122853795115859e-06,0.707051628345,0.0016505604734408897,25896,2.178858634455591e-05
2017-12-09 00:00:00,457.32,-0.00046080683086924257,-0.0004609130349653157,20770,39230,1.0588835075197554,4.37621491709734e-05,0.553246128097,0.002192147745434889,21785,2.6992365533655084e-05
2017-12-09 01:00:00,460.58416666666665,0.007137598763812258,0.007112246669658263,19398,36435,1.0648003293536434,8.016410831278992e-05,0.62927967072,0.0028883859681236687,20471,2.9225457796389182e-05
2017-12-09 02:00:00,463.89666666666665,0.007191953696483289,0.007166214931819681,20677,39466,1.047838645923073,3.900189011990138e-05,0.70707032027,0.0027859274016498255,21861,2.6551086935843734e-05
2017-12-09 03:00:00,471.63916666666665,0.01669013932700536,0.01655238954731786,22274,42762,1.0417660539731537,2.8521704224645392e-05,0.707063795308,0.0025020831953341807,23490,2.4362527863547477e-05
2017-12-09 04:00:00,471.59083333333336,-0.0001024794731846468,-0.00010248472456453328,22263,42773,1.0409837981904473,5.859744446607105e-05,0.706139032118,0.0028306035230287454,23504,2.433797339826165e-05
2017-12-09 05:00:00,477.92,0.013420885690102136,0.013331623369799315,20863,40165,1.0388646831818749,7.960494327042168e-05,0.591311260117,0.0031114529002481198,22412,2.5865568249723003e-05
2017-12-09 06:00:00,482.5083333333334,0.009600630509987829,0.009554837319264207,19730,37633,1.0485478170754392,6.968406209359816e-05,0.580813463711,0.0028078274063190706,20851,2.7863196669734244e-05
2017-12-09 07:00:00,482.81666666666666,0.0006390217785530173,0.000638817691076099,18105,34867,1.0385177961969771,0.00011031620337502048,0.606779697885,0.0032965728324987164,19538,2.978597476616122e-05
2017-12-09 08:00:00,489.3225,0.013474748869481079,0.013384771818563124,18624,35753,1.0418146728945823,0.00012498656942565382,0.607029978707,0.003347467411205411,20052,2.9140038959906643e-05
2017-12-09 09:00:00,497.16583333333335,0.016028965218916724,0.01590185782365161,20833,39841,1.0458070831555433,9.574619892193463e-05,0.636941308628,0.0030906108270516218,22066,2.6250177790048777e-05
2017-12-09 10:00:00,492.5708333333334,-0.009242388941315792,-0.00928536482282194,27333,52354,1.044160904610918,4.401066014012203e-05,0.644811747579,0.002225921182652026,28722,1.9944624082878116e-05
2017-12-09 11:00:00,479.9533333333334,-0.025615605200605684,-0.025949397344204428,30079,57187,1.0519523667966495,4.548063375975957e-05,0.682304556304,0.002349838843427639,31339,1.83952779840634e-05
2017-12-09 12:00:00,480.94749999999993,0.0020713819399105216,0.0020692395862518254,23280,44014,1.0578452310628437,8.027023822586573e-05,0.597881660374,0.002416689365180056,24559,2.4034835868103598e-05
2017-12-09 13:00:00,480.54083333333335,-0.0008455531355636702,-0.0008459108172562678,20312,38011,1.0687432585304255,8.465189851744117e-05,0.642058667229,0.0030378155343498475,21623,2.8117423270992514e-05
2017-12-09 14:00:00,479.05749999999983,-0.003086799769010607,-0.0030915737621901584,20555,38487,1.068152882791592,8.161175094670825e-05,0.644739811827,0.0034030025786690008,21703,2.775432320302427e-05
2017-12-09 15:00:00,481.33,0.004743689431853325,0.004732473592793164,17585,32891,1.0692894712839378,9.710419699924055e-05,0.653675895998,0.003705768047258586,18633,3.251108152277099e-05
2017-12-09 16:00:00,496.4563636363636,0.03142618086627391,0.030942486127056405,19513,36500,1.0692054794520547,5.165855357265492e-05,0.630193898466,0.0029497561012685053,20705,2.9294103385080544e-05
2017-12-09 17:00:00,487.55400000000003,-0.01793181493567142,-0.018094538145770226,16751,31044,1.0791779409869862,6.768279453914198e-05,0.63886817278,0.0030427624406169423,17646,3.476397065319029e-05
2017-12-09 18:00:00,464.7745454545455,-0.04672191089695599,-0.0478486140087373,15623,28839,1.0834633655813308,8.262529575265585e-05,0.641296145148,0.003363290328272646,16426,3.7570683319971246e-05
2017-12-09 19:00:00,464.2066666666666,-0.001221837110988,-0.0012225841625301823,17799,33167,1.0732957457713992,3.918125426318761e-05,0.62257594854,0.0019218669577276359,18952,3.2361326230820695e-05
2017-12-09 20:00:00,472.4141666666666,0.01768070256064136,0.01752621722074199,18274,34249,1.0671260474758386,4.0697087272858035e-05,0.59154939083,0.002139646778763201,19264,3.1158784380864245e-05
2017-12-09 21:00:00,471.12416666666667,-0.0027306547750296506,-0.002734389813729976,17868,33381,1.0705491147658848,5.477551169457175e-05,0.593548708376,0.0028817212160798015,18710,3.207157324043993e-05
2017-12-09 22:00:00,474.37916666666666,0.0069090066489903,0.006885248828407242,21713,42664,1.017860491280705,3.495685860748795e-05,0.707090285968,0.0020959627731667618,23846,2.385815557463622e-05
2017-12-09 23:00:00,473.48166666666674,-0.0018919464914667337,-0.0018937384828214832,29407,56708,1.037137617267405,1.0299291569438189e-05,0.707036152033,0.0023286249154003983,30924,1.828941078292636e-05
